id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	1	UndeadLevelUpWindow					0	0								
1	-1	1	UndeadBattleHudWindow					1	1								
2	1	2	skill_bg	512.5	27.0	1.000	1.000	1.00	1	ffffff	6x6			512.5	27.0	957.1	20.0
3	1	2	bar	186.3	27.0	1.000	1.000	1.00	1	ffffff	16x16			186.3	27.0	302.8	18.0
4	1	2	gem_icon	34.9	27.0	1.000	1.000	1.00	1	ffffff	16x16			34.9	27.0	60.0	60.0
5	1	2	lvl_bg	995.1	27.0	1.000	1.000	1.00	1	ffffff	16x16			995.1	27.0	72.0	72.0
6	1	2	T:3	997.1	28.0	1.000	1.000	1.00	1	000000		18.0	3	997.1	28.0	9.4	21.6
7	1	2	T:38/120	512.5	28.0	1.000	1.000	1.00	1	ffffff		12.0	38/120	512.5	28.0	36.0	14.4
8	1	2	T:00:28	512.5	55.0	1.000	1.000	1.00	1	ffffff		14.0	00:28	512.5	55.0	32.4	16.8
9	1	2	quest_pointer	327.2	527.6	1.000	1.000	1.00	1	ffffff	94x58			327.2	527.6	103.8	109.7
10	1	2	T:95m	333.9	519.7	1.000	1.000	1.00	1	ffffff		14.0	95m	333.9	519.7	30.0	16.8
11	-1	1	UndeadReadyWindow					0	0								
12	-1	1	world					1	1								
13	12	2	T:-2	662.5	327.8	1.000	1.000	0.99	1	78c8fa			-2	662.5	327.8	12.5	17.8
14	12	2	T:도와줘!	-904.8	2024.1	1.000	1.000	1.00	1	000000			도와줘!	-904.8	2024.1	25.5	10.1
15	12	2	fire	-628.8	-1111.9	2.500	2.500	1.00	1	ffffff	24x24			-628.8	-1123.9	60.0	60.0
16	12	2	enemy1	106.4	203.8	3.000	3.000	1.00	1	ffffff	16x17			106.4	178.3	48.0	51.0
17	12	2	heart	-79.3	1112.5	0.617	0.854	0.44	1	ffffff	32x32			-79.3	1112.5	19.7	27.3
18	12	2	enemy1	704.9	521.8	-3.000	3.000	1.00	1	ffffff	16x17			704.9	496.3	48.0	51.0
19	12	2	fire	379.2	136.1	2.500	2.500	1.00	1	ffffff	24x24			379.2	124.1	60.0	60.0
20	12	2	fire	667.2	-1327.9	2.500	2.500	1.00	1	ffffff	24x24			667.2	-1339.9	60.0	60.0
21	12	2	fire	1003.2	1552.1	2.500	2.500	1.00	1	ffffff	24x24			1003.2	1540.1	60.0	60.0
22	12	2	heart	-887.4	-518.5	0.660	0.914	0.45	1	ffffff	32x32			-887.4	-518.5	21.1	29.3
23	12	2	fire	-76.8	1168.1	2.500	2.500	1.00	1	ffffff	24x24			-76.8	1156.1	60.0	60.0
24	12	2	heart	1434.2	875.4	0.628	0.870	0.44	1	ffffff	32x32			1434.2	875.4	20.1	27.8
25	12	2	enemy1	780.0	192.8	-3.000	3.000	1.00	1	ffffff	16x17			780.0	167.3	48.0	51.0
26	12	2	fire	2347.2	-751.9	2.500	2.500	1.00	1	ffffff	24x24			2347.2	-763.9	60.0	60.0
27	12	2	enemy1	517.5	47.2	-3.000	3.000	1.00	1	ffffff	16x17			517.5	21.7	48.0	51.0
28	12	2	enemy1	640.1	362.6	-3.000	3.000	1.00	1	ffffff	16x17			640.1	337.1	48.0	51.0
29	12	2	heart	127.3	1847.8	0.560	0.776	0.46	1	ffffff	32x32			127.3	1847.8	17.9	24.8
30	12	2	gem	1089.3	467.2	2.000	2.000	1.00	1	ffffff	16x16			1089.3	451.2	32.0	32.0
31	12	2	fire	1435.2	928.1	2.500	2.500	1.00	1	ffffff	24x24			1435.2	916.1	60.0	60.0
32	12	2	heart	1753.8	96.5	0.613	0.848	0.46	1	ffffff	32x32			1753.8	96.5	19.6	27.1
33	12	2	heart	1298.9	-494.1	0.660	0.913	0.36	1	ffffff	32x32			1298.9	-494.1	21.1	29.2
34	12	2	graveyard_evil_tree	319.2	556.1	1.192	1.168	1.00	1	ffffff	99x103			319.2	511.6	118.0	120.3
35	12	2	enemy1	763.1	296.1	-3.000	3.000	1.00	1	ffffff	16x17			763.1	270.6	48.0	51.0
36	12	2	enemy1	642.2	351.2	-3.000	3.000	1.00	1	ffffff	16x17			642.2	325.7	48.0	51.0
37	12	2	heart	1309.3	1884.0	0.581	0.805	0.43	1	ffffff	32x32			1309.3	1884.0	18.6	25.8
38	12	2	fire	1099.2	-175.9	2.500	2.500	1.00	1	ffffff	24x24			1099.2	-187.9	60.0	60.0
39	12	2	fire	2251.2	280.1	2.500	2.500	1.00	1	ffffff	24x24			2251.2	268.1	60.0	60.0
40	12	2	fire	139.2	1912.1	2.500	2.500	1.00	1	ffffff	24x24			139.2	1900.1	60.0	60.0
41	12	2	projectile1	546.3	294.8	1.200	1.200	1.00	1	ffffff	36x16			546.3	294.8	47.0	31.8
42	12	2	heart	841.2	-800.3	0.617	0.854	0.36	1	ffffff	32x32			841.2	-800.3	19.7	27.3
43	12	2	warrior_lay	-904.8	2082.1	1.000	1.000	1.00	1	ffffff	48x48			-904.8	2058.1	48.0	48.0
44	12	2	heart	331.7	638.8	0.548	0.759	0.41	1	ffffff	32x32			331.7	638.8	17.6	24.3
45	12	2	graveyard_evil_tree	-88.8	-811.9	1.212	1.254	1.00	1	ffffff	99x103			-88.8	-859.7	120.0	129.2
46	12	2	enemy1	359.5	211.8	3.000	3.000	1.00	1	ffffff	16x17			359.5	186.3	48.0	51.0
47	12	2	heart	-1510.3	1874.1	0.608	0.842	0.42	1	ffffff	32x32			-1510.3	1874.1	19.5	26.9
48	12	2	gem	891.3	826.9	2.000	2.000	1.00	1	ffffff	16x16			891.3	810.9	32.0	32.0
49	12	2	enemy1	-0.4	165.1	3.000	3.000	1.00	1	ffffff	16x17			-0.4	139.6	48.0	51.0
50	12	2	enemy1	942.2	-9.4	-3.000	3.000	1.00	1	ffffff	16x17			942.2	-34.9	48.0	51.0
