id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	1	UndeadLevelUpWindow					0	0								
1	-1	1	UndeadBattleHudWindow					1	1								
2	1	2	skill_bg	512.5	27.0	1.000	1.000	1.00	1	ffffff	6x6			512.5	27.0	957.1	20.0
3	1	2	bar	130.6	27.0	1.000	1.000	1.00	1	ffffff	16x16			130.6	27.0	191.2	18.0
4	1	2	gem_icon	34.9	27.0	1.000	1.000	1.00	1	ffffff	16x16			34.9	27.0	60.0	60.0
5	1	2	lvl_bg	995.1	27.0	1.000	1.000	1.00	1	ffffff	16x16			995.1	27.0	72.0	72.0
6	1	2	T:1	997.1	28.0	1.000	1.000	1.00	1	000000		18.0	1	997.1	28.0	9.4	21.6
7	1	2	T:3/15	512.5	28.0	1.000	1.000	1.00	1	ffffff		12.0	3/15	512.5	28.0	23.5	14.4
8	1	2	T:00:12	512.5	55.0	1.000	1.000	1.00	1	ffffff		14.0	00:12	512.5	55.0	32.4	16.8
9	1	2	quest_pointer	277.5	536.4	1.000	1.000	1.00	1	ffffff	94x58			277.5	536.4	107.0	107.9
10	1	2	T:93m	285.0	529.2	1.000	1.000	1.00	1	ffffff		14.0	93m	285.0	529.2	30.0	16.8
11	-1	1	UndeadReadyWindow					0	0								
12	-1	1	world					1	1								
13	12	2	T:+3 XP	528.9	306.1	1.000	1.000	0.65	1	00ff00			+3 XP	528.9	306.1	38.6	18.0
14	12	2	T:도와줘!	-1034.7	1837.0	1.000	1.000	1.00	1	000000			도와줘!	-1034.7	1837.0	25.5	10.1
15	12	2	T:-2	500.2	199.3	1.000	1.000	0.64	1	78c8fa			-2	500.2	199.3	12.5	17.8
16	12	2	fire	-758.7	-1299.0	2.500	2.500	1.00	1	ffffff	24x24			-758.7	-1311.0	60.0	60.0
17	12	2	heart	-217.6	922.6	0.676	0.936	0.21	1	ffffff	32x32			-217.6	922.6	21.6	29.9
18	12	2	gem	235.3	436.1	2.000	2.000	1.00	1	ffffff	16x16			235.3	420.1	32.0	32.0
19	12	2	fire	249.3	-51.0	2.500	2.500	1.00	1	ffffff	24x24			249.3	-63.0	60.0	60.0
20	12	2	heart	-1648.2	1702.3	0.590	0.817	0.74	1	ffffff	32x32			-1648.2	1702.3	18.9	26.1
21	12	2	fire	537.3	-1515.0	2.500	2.500	1.00	1	ffffff	24x24			537.3	-1527.0	60.0	60.0
22	12	2	fire	873.3	1365.0	2.500	2.500	1.00	1	ffffff	24x24			873.3	1353.0	60.0	60.0
23	12	2	heart	-1010.8	-709.6	0.593	0.822	0.17	1	ffffff	32x32			-1010.8	-709.6	19.0	26.3
24	12	2	fire	-206.7	981.0	2.500	2.500	1.00	1	ffffff	24x24			-206.7	969.0	60.0	60.0
25	12	2	heart	1308.4	676.7	0.586	0.812	0.27	1	ffffff	32x32			1308.4	676.7	18.8	26.0
26	12	2	enemy1	149.6	368.4	3.000	3.000	1.00	1	ffffff	16x17			149.6	342.9	48.0	51.0
27	12	2	fire	2217.3	-939.0	2.500	2.500	1.00	1	ffffff	24x24			2217.3	-951.0	60.0	60.0
28	12	2	enemy1	691.2	135.5	-3.000	3.000	1.00	1	ffffff	16x17			691.2	110.0	48.0	51.0
29	12	2	heart	-3.5	1653.9	0.663	0.918	0.19	1	ffffff	32x32			-3.5	1653.9	21.2	29.4
30	12	2	gem	959.4	280.1	2.000	2.000	1.00	1	ffffff	16x16			959.4	264.1	32.0	32.0
31	12	2	fire	1305.3	741.0	2.500	2.500	1.00	1	ffffff	24x24			1305.3	729.0	60.0	60.0
32	12	2	heart	1623.8	-87.5	0.665	0.921	0.18	1	ffffff	32x32			1623.8	-87.5	21.3	29.5
33	12	2	heart	972.2	-412.3	0.576	0.798	0.73	1	ffffff	32x32			972.2	-412.3	18.4	25.5
34	12	2	heart	1164.0	-689.1	0.562	0.778	0.12	1	ffffff	32x32			1164.0	-689.1	18.0	24.9
35	12	2	graveyard_evil_tree	189.3	369.0	1.205	1.224	1.00	1	ffffff	99x103			189.3	322.4	119.3	126.1
36	12	2	enemy1	951.7	236.9	-3.000	3.000	1.00	1	ffffff	16x17			951.7	211.4	48.0	51.0
37	12	2	heart	1185.3	1691.2	0.581	0.804	0.24	1	ffffff	32x32			1185.3	1691.2	18.6	25.7
38	12	2	heart	2113.1	51.3	0.537	0.743	0.72	1	ffffff	32x32			2113.1	51.3	17.2	23.8
39	12	2	fire	969.3	-363.0	2.500	2.500	1.00	1	ffffff	24x24			969.3	-375.0	60.0	60.0
40	12	2	fire	2121.3	93.0	2.500	2.500	1.00	1	ffffff	24x24			2121.3	81.0	60.0	60.0
41	12	2	fire	9.3	1725.0	2.500	2.500	1.00	1	ffffff	24x24			9.3	1713.0	60.0	60.0
42	12	2	projectile1	520.1	267.2	1.200	1.200	1.00	1	ffffff	36x16			520.1	267.2	46.5	28.7
43	12	2	heart	1191.1	1695.7	0.537	0.744	0.71	1	ffffff	32x32			1191.1	1695.7	17.2	23.8
44	12	2	heart	715.5	-1001.7	0.562	0.778	0.22	1	ffffff	32x32			715.5	-1001.7	18.0	24.9
45	12	2	warrior_lay	-1034.7	1895.0	1.000	1.000	1.00	1	ffffff	48x48			-1034.7	1871.0	48.0	48.0
46	12	2	heart	212.7	450.0	0.621	0.860	0.10	1	ffffff	32x32			212.7	450.0	19.9	27.5
47	12	2	graveyard_evil_tree	-218.7	-999.0	1.192	1.167	1.00	1	ffffff	99x103			-218.7	-1043.5	118.0	120.2
48	12	2	gem	595.5	662.2	2.000	2.000	1.00	1	ffffff	16x16			595.5	646.2	32.0	32.0
49	12	2	heart	-207.2	929.7	0.566	0.783	0.72	1	ffffff	32x32			-207.2	929.7	18.1	25.1
50	12	2	heart	-1643.8	1691.9	0.626	0.867	0.30	1	ffffff	32x32			-1643.8	1691.9	20.0	27.7
