id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-1915.6	-718.1	1	1	1	1	ffffff							
8	7	4	Mesh	-1915.6	-718.1	1	1	1	1	ffffff	456x2040			496.4	277.9	1224	792
9	6	3	Nc	-1915.6	-718.1	1	1	1	1	ffffff							
10	6	3	Hl	-1915.6	-718.1	1	1	1	1	ffffff							
11	6	3	Pl	-1915.6	-718.1	1	1	1	1	ffffff							
12	6	3	Oh	-1915.6	-718.1	1	1	1	1	ffffff							
13	6	3	sd	-1915.6	-718.1	1	1	1	1	ffffff							
14	6	3	Bl	-1915.6	-718.1	1	1	1	1	ffffff							
15	14	4	kl	302.3	-48.4	1	1	1	1	ffffff							
16	15	5	enemy1	302.3	-48.4	3	3	1	1	ffffff	16x17			302.3	-73.9	48	51
17	14	4	kl	56.9	-37.2	1	1	1	1	ffffff							
18	17	5	enemy1	56.9	-37.2	3	3	1	1	ffffff	16x17			56.9	-62.7	48	51
19	14	4	ld	532.4	-22.1	1	1	1	1	ffffff							
20	19	5	graveyard_evil_tree	532.4	-22.1	1.192	1.166	1	1	ffffff	99x103			532.4	-66.4	118	119.8
21	19	5	hd	532.4	-122.1	1	1	1	1	ffffff							
22	21	6	ParticleContainer	532.4	-132.1	1.5	4	1	1	ffffff	1x1						
23	14	4	Xc	-259.3	49	1	1	1	1	ffffff							
24	23	5	gem	-259.3	49	2	2	1	1	ffffff	16x16			-259.3	33	32	32
25	14	4	kl	19.1	49.4	1	1	1	1	ffffff							
26	25	5	enemy1	19.1	49.4	3	3	1	1	ffffff	16x17			19.1	23.9	48	51
27	14	4	kl	404.2	70.4	1	1	1	1	ffffff							
28	27	5	enemy1	404.2	70.4	3	3	1	1	ffffff	16x17			404.2	44.9	48	51
29	14	4	kl	435.9	86.9	1	1	1	1	ffffff							
30	29	5	enemy1	435.9	86.9	3	3	1	1	ffffff	16x17			435.9	61.4	48	51
31	14	4	kl	562	97.4	1	1	1	1	ffffff							
32	31	5	enemy1	562	97.4	-3	3	1	1	ffffff	16x17			562	71.9	48	51
33	14	4	Xc	-412.2	98	1	1	1	1	ffffff							
34	33	5	gem	-412.2	98	2	2	1	1	ffffff	16x16			-412.2	82	32	32
35	14	4	kl	410.9	118.7	1	1	1	1	ffffff							
36	35	5	enemy1	410.9	118.7	3	3	1	1	ffffff	16x17			410.9	93.2	48	51
37	14	4	kl	35.3	127.2	1	1	1	1	ffffff							
38	37	5	enemy1	35.3	127.2	3	3	1	1	ffffff	16x17			35.3	101.7	48	51
39	14	4	Xc	-148.7	127.8	1	1	1	1	ffffff							
40	39	5	gem	-148.7	127.8	2	2	1	1	ffffff	16x16			-148.7	111.8	32	32
41	14	4	kl	-37.4	128.2	1	1	1	1	ffffff							
42	41	5	enemy1	-37.4	128.2	3	3	1	1	ffffff	16x17			-37.4	102.7	48	51
