id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-1915.6	-718.1	1	1	1	1	ffffff							
8	7	4	Mesh	-1915.6	-718.1	1	1	1	1	ffffff	456x2040			496.4	277.9	1224	792
9	6	3	Nc	-1915.6	-718.1	1	1	1	1	ffffff							
10	6	3	Hl	-1915.6	-718.1	1	1	1	1	ffffff							
11	6	3	Pl	-1915.6	-718.1	1	1	1	1	ffffff							
12	6	3	Oh	-1915.6	-718.1	1	1	1	1	ffffff							
13	6	3	sd	-1915.6	-718.1	1	1	1	1	ffffff							
14	6	3	Bl	-1915.6	-718.1	1	1	1	1	ffffff							
15	14	4	ld	532.4	-22.1	1	1	1	1	ffffff							
16	15	5	graveyard_evil_tree	532.4	-22.1	1.208	1.234	1	1	ffffff	99x103			532.4	-69	119.5	126.8
17	15	5	hd	532.4	-122.1	1	1	1	1	ffffff							
18	17	6	ParticleContainer	532.4	-132.1	1.5	4	1	1	ffffff	1x1						
19	14	4	kl	117.4	8.6	1	1	1	1	ffffff							
20	19	5	enemy1	117.4	8.6	3	3	1	1	ffffff	16x17			117.4	-16.9	48	51
21	14	4	kl	340.9	16.4	1	1	1	1	ffffff							
22	21	5	enemy1	340.9	16.4	3	3	1	1	ffffff	16x17			340.9	-9.1	48	51
23	14	4	kl	-39.4	35.2	1	1	1	1	ffffff							
24	23	5	enemy1	-39.4	35.2	3	3	1	1	ffffff	16x17			-39.4	9.7	48	51
25	14	4	Xc	-259.3	49	1	1	1	1	ffffff							
26	25	5	gem	-259.3	49	2	2	1	1	ffffff	16x16			-259.3	33	32	32
27	14	4	kl	1077.8	58	1	1	1	1	ffffff							
28	27	5	enemy1	1077.8	58	-3	3	1	1	ffffff	16x17			1077.8	32.5	48	51
29	14	4	kl	1062.4	81.5	1	1	1	1	ffffff							
30	29	5	enemy1	1062.4	81.5	-3	3	1	1	ffffff	16x17			1062.4	56	48	51
31	14	4	kl	90	86.6	1	1	1	1	ffffff							
32	31	5	enemy1	90	86.6	3	3	1	1	ffffff	16x17			90	61.1	48	51
33	14	4	Xc	-412.2	98	1	1	1	1	ffffff							
34	33	5	gem	-412.2	98	2	2	1	1	ffffff	16x16			-412.2	82	32	32
35	14	4	Xc	-148.7	127.8	1	1	1	1	ffffff							
36	35	5	gem	-148.7	127.8	2	2	1	1	ffffff	16x16			-148.7	111.8	32	32
37	14	4	kl	436.5	140.1	1	1	1	1	ffffff							
38	37	5	enemy1	436.5	140.1	3	3	1	1	ffffff	16x17			436.5	114.6	48	51
39	14	4	kl	1022.1	154.8	1	1	1	1	ffffff							
40	39	5	enemy1	1022.1	154.8	-3	3	1	1	ffffff	16x17			1022.1	129.3	48	51
41	14	4	kl	43.8	154.9	1	1	1	1	ffffff							
42	41	5	enemy1	43.8	154.9	3	3	1	1	ffffff	16x17			43.8	129.4	48	51
