id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-1355.9	-770.2	1	1	1	1	ffffff							
8	7	4	Mesh	-1355.9	-770.2	1	1	1	1	ffffff	456x2040			504.1	297.8	1224	792
9	6	3	Nc	-1355.9	-770.2	1	1	1	1	ffffff							
10	6	3	Hl	-1355.9	-770.2	1	1	1	1	ffffff							
11	6	3	Pl	-1355.9	-770.2	1	1	1	1	ffffff							
12	6	3	Oh	-1355.9	-770.2	1	1	1	1	ffffff							
13	6	3	sd	-1355.9	-770.2	1	1	1	1	ffffff							
14	6	3	Bl	-1355.9	-770.2	1	1	1	1	ffffff							
15	14	4	ld	1092.1	-74.2	1	1	1	1	ffffff							
16	15	5	graveyard_evil_tree	1092.1	-74.2	1.192	1.163	1	1	ffffff	99x103			1092.1	-118.4	117.9	119.6
17	15	5	hd	1092.1	-174.2	1	1	1	1	ffffff							
18	17	6	ParticleContainer	1092.1	-184.2	1.5	4	1	1	ffffff	1x1						
19	14	4	kl	387.8	-13	1	1	1	1	ffffff							
20	19	5	enemy1	387.8	-13	3	3	1	1	ffffff	16x17			387.8	-38.5	48	51
21	14	4	Xc	300.3	-3.1	1	1	1	1	ffffff							
22	21	5	gem	300.3	-3.1	2	2	1	1	ffffff	16x16			300.3	-19.1	32	32
23	14	4	kl	281.5	10.4	1	1	1	1	ffffff							
24	23	5	enemy1	281.5	10.4	3	3	1	1	ffffff	16x17			281.5	-15.1	48	51
25	14	4	kl	146.2	15	1	1	1	1	ffffff							
26	25	5	enemy1	146.2	15	3	3	1	1	ffffff	16x17			146.2	-10.5	48	51
27	14	4	Zl	233.9	63.1	-0.779	-0.779	1	1	ffffff							
28	27	5	projectile1	233.9	63.1	-0.934	-0.934	1	1	ffffff	36x16			233.9	63.1	45.7	42.1
29	14	4	Zl	1866	198.4	0.998	0.998	1	1	ffffff							
30	29	5	projectile1	1866	198.4	1.197	1.197	1	1	ffffff	36x16			1866	198.4	44.4	22.1
31	14	4	kl	-17.2	210.7	1	1	1	1	ffffff							
32	31	5	enemy1	-17.2	210.7	3	3	1	1	ffffff	16x17			-17.2	185.2	48	51
33	14	4	Zl	1621.5	214.8	0.998	0.998	1	1	ffffff							
34	33	5	projectile1	1621.5	214.8	1.197	1.197	1	1	ffffff	36x16			1621.5	214.8	44.4	22.1
35	14	4	Zl	424.7	216.8	-0.779	-0.779	1	1	ffffff							
36	35	5	projectile1	424.7	216.8	-0.934	-0.934	1	1	ffffff	36x16			424.7	216.8	45.7	42.1
37	14	4	Wl	1104.1	249.8	1	1	1	1	ffffff							
38	37	5	fire	1104.1	249.8	2.5	2.5	1	1	ffffff	24x24			1104.1	237.8	60	60
39	37	5	Gl	1104.1	229.8	1	1	1	1	ffffff							
40	39	6	heart	1104.1	215.8	1.3	1.8	1	1	ffffff	32x32						
