id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-1450.2	-928.8	1	1	1	1	ffffff							
8	7	4	Mesh	-1450.2	-928.8	1	1	1	1	ffffff	456x2040			505.8	283.2	1224	792
9	6	3	Nc	-1450.2	-928.8	1	1	1	1	ffffff							
10	6	3	Hl	-1450.2	-928.8	1	1	1	1	ffffff							
11	6	3	Pl	-1450.2	-928.8	1	1	1	1	ffffff							
12	6	3	Oh	-1450.2	-928.8	1	1	1	1	ffffff							
13	6	3	sd	-1450.2	-928.8	1	1	1	1	ffffff							
14	6	3	Bl	-1450.2	-928.8	1	1	1	1	ffffff							
15	14	4	Xc	206	-161.7	1	1	1	1	ffffff							
16	15	5	gem	206	-161.7	2	2	1	1	ffffff	16x16			206	-177.7	32	32
17	14	4	Xc	53.2	-112.7	1	1	1	1	ffffff							
18	17	5	gem	53.2	-112.7	2	2	1	1	ffffff	16x16			53.2	-128.7	32	32
19	14	4	Xc	316.7	-82.9	1	1	1	1	ffffff							
20	19	5	gem	316.7	-82.9	2	2	1	1	ffffff	16x16			316.7	-98.9	32	32
21	14	4	kl	925.8	-78.3	1	1	1	1	ffffff							
22	21	5	enemy1	925.8	-78.3	-3	3	1	1	ffffff	16x17			925.8	-103.8	48	51
23	14	4	kl	717.1	-75.5	1	1	1	1	ffffff							
24	23	5	enemy1	717.1	-75.5	-3	3	1	1	ffffff	16x17			717.1	-101	48	51
25	14	4	kl	779.8	-60.6	1	1	1	1	ffffff							
26	25	5	enemy1	779.8	-60.6	-3	3	1	1	ffffff	16x17			779.8	-86.1	48	51
27	14	4	kl	979.5	-60.5	1	1	1	1	ffffff							
28	27	5	enemy1	979.5	-60.5	-3	3	1	1	ffffff	16x17			979.5	-86	48	51
29	14	4	Xc	237.9	-53.2	1	1	1	1	ffffff							
30	29	5	gem	237.9	-53.2	2	2	1	1	ffffff	16x16			237.9	-69.2	32	32
31	14	4	Xc	284.5	-39.2	1	1	1	1	ffffff							
32	31	5	gem	284.5	-39.2	2	2	1	1	ffffff	16x16			284.5	-55.2	32	32
33	14	4	kl	1042	-19.7	1	1	1	1	ffffff							
34	33	5	enemy1	1042	-19.7	-3	3	1	1	ffffff	16x17			1042	-45.2	48	51
35	14	4	kl	337.7	21.4	1	1	1	1	ffffff							
36	35	5	enemy1	337.7	21.4	3	3	1	1	ffffff	16x17			337.7	-4.1	48	51
37	14	4	kl	466	32.9	1	1	1	1	ffffff							
38	37	5	enemy1	466	32.9	3	3	1	1	ffffff	16x17			466	7.4	48	51
39	14	4	kl	642.5	33.6	1	1	1	1	ffffff							
40	39	5	enemy1	642.5	33.6	-3	3	1	1	ffffff	16x17			642.5	8.1	48	51
41	14	4	kl	1017.6	48.7	1	1	1	1	ffffff							
