id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-1915.6	-718.1	1	1	1	1	ffffff							
8	7	4	Mesh	-1915.6	-718.1	1	1	1	1	ffffff	456x2040			496.4	277.9	1224	792
9	6	3	Nc	-1915.6	-718.1	1	1	1	1	ffffff							
10	6	3	Hl	-1915.6	-718.1	1	1	1	1	ffffff							
11	6	3	Pl	-1915.6	-718.1	1	1	1	1	ffffff							
12	6	3	Oh	-1915.6	-718.1	1	1	1	1	ffffff							
13	6	3	sd	-1915.6	-718.1	1	1	1	1	ffffff							
14	6	3	Bl	-1915.6	-718.1	1	1	1	1	ffffff							
15	14	4	kl	510.6	-46.5	1	1	1	1	ffffff							
16	15	5	enemy1	510.6	-46.5	3	3	1	1	ffffff	16x17			510.6	-72	48	51
17	14	4	kl	547.1	-46.2	1	1	1	1	ffffff							
18	17	5	enemy1	547.1	-46.2	-3	3	1	1	ffffff	16x17			547.1	-71.7	48	51
19	14	4	kl	701.7	-22.2	1	1	1	1	ffffff							
20	19	5	enemy1	701.7	-22.2	-3	3	1	1	ffffff	16x17			701.7	-47.7	48	51
21	14	4	ld	532.4	-22.1	1	1	1	1	ffffff							
22	21	5	graveyard_evil_tree	532.4	-22.1	1.191	1.16	1	1	ffffff	99x103			532.4	-66.2	117.9	119.3
23	21	5	hd	532.4	-122.1	1	1	1	1	ffffff							
24	23	6	ParticleContainer	532.4	-132.1	1.5	4	1	1	ffffff	1x1						
25	14	4	kl	96.7	-21.5	1	1	1	1	ffffff							
26	25	5	enemy1	96.7	-21.5	3	3	1	1	ffffff	16x17			96.7	-47	48	51
27	14	4	Xc	-259.3	49	1	1	1	1	ffffff							
28	27	5	gem	-259.3	49	2	2	1	1	ffffff	16x16			-259.3	33	32	32
29	14	4	Tl	1070.2	50.7	1	1	1	1	ffffff							
30	29	5	enemy2	1070.2	50.7	-3	3	1	1	ffffff	16x17			1070.2	25.2	48	51
31	14	4	kl	231.1	94.7	1	1	1	1	ffffff							
32	31	5	enemy1	231.1	94.7	3	3	1	1	ffffff	16x17			231.1	69.2	48	51
33	14	4	Xc	-412.2	98	1	1	1	1	ffffff							
34	33	5	gem	-412.2	98	2	2	1	1	ffffff	16x16			-412.2	82	32	32
35	14	4	kl	88.2	98.5	1	1	1	1	ffffff							
36	35	5	enemy1	88.2	98.5	3	3	1	1	ffffff	16x17			88.2	73	48	51
37	14	4	kl	929.8	124.3	1	1	1	1	ffffff							
38	37	5	enemy1	929.8	124.3	-3	3	1	1	ffffff	16x17			929.8	98.8	48	51
39	14	4	Xc	-148.7	127.8	1	1	1	1	ffffff							
40	39	5	gem	-148.7	127.8	2	2	1	1	ffffff	16x16			-148.7	111.8	32	32
41	14	4	kl	413.3	138.2	1	1	1	1	ffffff							
