id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-1709.2	-719.2	1	1	1	1	ffffff							
8	7	4	Mesh	-1709.2	-719.2	1	1	1	1	ffffff	456x2040			510.8	276.8	1224	792
9	6	3	Nc	-1709.2	-719.2	1	1	1	1	ffffff							
10	6	3	Hl	-1709.2	-719.2	1	1	1	1	ffffff							
11	6	3	Pl	-1709.2	-719.2	1	1	1	1	ffffff							
12	6	3	Oh	-1709.2	-719.2	1	1	1	1	ffffff							
13	6	3	sd	-1709.2	-719.2	1	1	1	1	ffffff							
14	6	3	Bl	-1709.2	-719.2	1	1	1	1	ffffff							
15	14	4	ld	738.8	-23.2	1	1	1	1	ffffff							
16	15	5	graveyard_evil_tree	738.8	-23.2	1.202	1.209	1	1	ffffff	99x103			738.8	-69.1	118.9	124.1
17	15	5	hd	738.8	-123.2	1	1	1	1	ffffff							
18	17	6	ParticleContainer	738.8	-133.2	1.5	4	1	1	ffffff	1x1						
19	14	4	kl	166.4	-0.9	1	1	1	1	ffffff							
20	19	5	enemy1	166.4	-0.9	3	3	1	1	ffffff	16x17			166.4	-26.4	48	51
21	14	4	kl	1040	32	1	1	1	1	ffffff							
22	21	5	enemy1	1040	32	-3	3	1	1	ffffff	16x17			1040	6.5	48	51
23	14	4	kl	-119.3	33.7	1	1	1	1	ffffff							
24	23	5	enemy1	-119.3	33.7	3	3	1	1	ffffff	16x17			-119.3	8.2	48	51
25	14	4	kl	-82	54.9	1	1	1	1	ffffff							
26	25	5	enemy1	-82	54.9	3	3	1	1	ffffff	16x17			-82	29.4	48	51
27	14	4	Xc	489.5	113	1	1	1	1	ffffff							
28	27	5	gem	489.5	113	2	2	1	1	ffffff	16x16			489.5	97	32	32
29	14	4	kl	826.7	122.6	1	1	1	1	ffffff							
30	29	5	enemy1	826.7	122.6	-3	3	1	1	ffffff	16x17			826.7	97.1	48	51
31	14	4	kl	177.2	124.2	1	1	1	1	ffffff							
32	31	5	enemy1	177.2	124.2	3	3	1	1	ffffff	16x17			177.2	98.7	48	51
33	14	4	kl	1008.3	149.8	1	1	1	1	ffffff							
34	33	5	enemy1	1008.3	149.8	-3	3	1	1	ffffff	16x17			1008.3	124.3	48	51
35	14	4	kl	92.1	181.5	1	1	1	1	ffffff							
36	35	5	enemy1	92.1	181.5	3	3	1	1	ffffff	16x17			92.1	156	48	51
37	14	4	Xc	-42.9	184	1	1	1	1	ffffff							
38	37	5	gem	-42.9	184	2	2	1	1	ffffff	16x16			-42.9	168	32	32
39	14	4	Xc	-53.8	224.9	1	1	1	1	ffffff							
40	39	5	gem	-53.8	224.9	2	2	1	1	ffffff	16x16			-53.8	208.9	32	32
41	14	4	kl	144.1	274.2	1	1	1	1	ffffff							
42	41	5	enemy1	144.1	274.2	3	3	1	1	ffffff	16x17			144.1	248.7	48	51
