id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-5799	-676.3	1	1	1	1	ffffff							
8	7	4	Mesh	-5799	-676.3	1	1	1	1	ffffff	456x2040			501	295.7	1224	792
9	6	3	Nc	-5799	-676.3	1	1	1	1	ffffff							
10	6	3	Hl	-5799	-676.3	1	1	1	1	ffffff							
11	6	3	Pl	-5799	-676.3	1	1	1	1	ffffff							
12	6	3	Oh	-5799	-676.3	1	1	1	1	ffffff							
13	6	3	sd	-5799	-676.3	1	1	1	1	ffffff							
14	6	3	Bl	-5799	-676.3	1	1	1	1	ffffff							
15	14	4	Wl	309	-88.3	1	1	1	1	ffffff							
16	15	5	fire	309	-88.3	2.5	2.5	1	1	ffffff	24x24			309	-100.3	60	60
17	15	5	Gl	309	-108.3	1	1	1	1	ffffff							
18	17	6	heart	309	-122.3	1.3	1.8	1	1	ffffff	32x32						
19	14	4	kl	67.9	-34.1	1	1	1	1	ffffff							
20	19	5	enemy1	67.9	-34.1	3	3	1	1	ffffff	16x17			67.9	-59.6	48	51
21	14	4	Xc	729.8	-18.7	1	1	1	1	ffffff							
22	21	5	gem	729.8	-18.7	2	2	1	1	ffffff	16x16			729.8	-34.7	32	32
23	14	4	Xc	229.2	18.5	1	1	1	1	ffffff							
24	23	5	gem	229.2	18.5	2	2	1	1	ffffff	16x16			229.2	2.5	32	32
25	14	4	kl	127.4	32.9	1	1	1	1	ffffff							
26	25	5	enemy1	127.4	32.9	3	3	1	1	ffffff	16x17			127.4	7.4	48	51
27	14	4	Xc	142.8	34.6	1	1	1	1	ffffff							
28	27	5	gem	142.8	34.6	2	2	1	1	ffffff	16x16			142.8	18.6	32	32
29	14	4	kl	506.8	45.7	1	1	1	1	ffffff							
30	29	5	enemy1	506.8	45.7	3	3	1	1	ffffff	16x17			506.8	20.2	48	51
31	14	4	Xc	535.3	46.9	1	1	1	1	ffffff							
32	31	5	gem	535.3	46.9	2	2	1	1	ffffff	16x16			535.3	30.9	32	32
33	14	4	Xc	414.7	53.1	1	1	1	1	ffffff							
34	33	5	gem	414.7	53.1	2	2	1	1	ffffff	16x16			414.7	37.1	32	32
35	14	4	Ml	855.7	68.1	1	1	1	1	ffffff							
36	35	5	enemy_bat	855.7	68.1	-5.05	5.05	1	1	ffffff	16x17			855.7	25.1	80.8	85.9
37	14	4	Xc	439.2	80.5	1	1	1	1	ffffff							
38	37	5	gem	439.2	80.5	2	2	1	1	ffffff	16x16			439.2	64.5	32	32
39	14	4	kl	734.1	101.7	1	1	1	1	ffffff							
40	39	5	enemy1	734.1	101.7	-3	3	1	1	ffffff	16x17			734.1	76.2	48	51
41	14	4	kl	64.6	114.3	1	1	1	1	ffffff							
42	41	5	enemy1	64.6	114.3	3	3	1	1	ffffff	16x17			64.6	88.8	48	51
