id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-1364.4	-773.9	1	1	1	1	ffffff							
8	7	4	Mesh	-1364.4	-773.9	1	1	1	1	ffffff	456x2040			495.6	294.1	1224	792
9	6	3	Nc	-1364.4	-773.9	1	1	1	1	ffffff							
10	6	3	Hl	-1364.4	-773.9	1	1	1	1	ffffff							
11	6	3	Pl	-1364.4	-773.9	1	1	1	1	ffffff							
12	6	3	Oh	-1364.4	-773.9	1	1	1	1	ffffff							
13	6	3	sd	-1364.4	-773.9	1	1	1	1	ffffff							
14	6	3	Bl	-1364.4	-773.9	1	1	1	1	ffffff							
15	14	4	ld	1083.6	-77.9	1	1	1	1	ffffff							
16	15	5	graveyard_evil_tree	1083.6	-77.9	1.189	1.152	1	1	ffffff	99x103			1083.6	-121.8	117.7	118.7
17	15	5	hd	1083.6	-177.9	1	1	1	1	ffffff							
18	17	6	ParticleContainer	1083.6	-187.9	1.5	4	1	1	ffffff	1x1						
19	14	4	kl	-119.6	-59	1	1	1	1	ffffff							
20	19	5	enemy1	-119.6	-59	3	3	1	1	ffffff	16x17			-119.6	-84.5	48	51
21	14	4	kl	627.4	-36.9	1	1	1	1	ffffff							
22	21	5	enemy1	627.4	-36.9	-3	3	1	1	ffffff	16x17			627.4	-62.4	48	51
23	14	4	kl	676.1	-36.6	1	1	1	1	ffffff							
24	23	5	enemy1	676.1	-36.6	-3	3	1	1	ffffff	16x17			676.1	-62.1	48	51
25	14	4	kl	217.4	-32.5	1	1	1	1	ffffff							
26	25	5	enemy1	217.4	-32.5	3	3	1	1	ffffff	16x17			217.4	-58	48	51
27	14	4	kl	602.1	-31.4	1	1	1	1	ffffff							
28	27	5	enemy1	602.1	-31.4	-3	3	1	1	ffffff	16x17			602.1	-56.9	48	51
29	14	4	kl	-198.7	-15.4	1	1	1	1	ffffff							
30	29	5	enemy1	-198.7	-15.4	3	3	1	1	ffffff	16x17			-198.7	-40.9	48	51
31	14	4	Zl	955.4	-21	0.843	0.843	1	1	ffffff							
32	31	5	projectile1	955.4	-21	1.012	1.012	1	1	ffffff	36x16			955.4	-21	46.7	39.4
33	14	4	Xc	809.5	125	1	1	1	1	ffffff							
34	33	5	gem	809.5	125	2	2	1	1	ffffff	16x16			809.5	109	32	32
35	14	4	kl	-53.6	183.9	1	1	1	1	ffffff							
36	35	5	enemy1	-53.6	183.9	3	3	1	1	ffffff	16x17			-53.6	158.4	48	51
37	14	4	Wl	1095.6	246.1	1	1	1	1	ffffff							
38	37	5	fire	1095.6	246.1	2.5	2.5	1	1	ffffff	24x24			1095.6	234.1	60	60
39	37	5	Gl	1095.6	226.1	1	1	1	1	ffffff							
40	39	6	heart	1095.6	212.1	1.3	1.8	1	1	ffffff	32x32						
41	14	4	ic	507.2	306.5	1	1	1	1	ffffff							
