id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-3687.9	-648.3	1	1	1	1	ffffff							
8	7	4	Mesh	-3687.9	-648.3	1	1	1	1	ffffff	456x2040			500.1	275.7	1224	792
9	6	3	Nc	-3687.9	-648.3	1	1	1	1	ffffff							
10	6	3	Hl	-3687.9	-648.3	1	1	1	1	ffffff							
11	6	3	Pl	-3687.9	-648.3	1	1	1	1	ffffff							
12	6	3	Oh	-3687.9	-648.3	1	1	1	1	ffffff							
13	6	3	sd	-3687.9	-648.3	1	1	1	1	ffffff							
14	6	3	Bl	-3687.9	-648.3	1	1	1	1	ffffff							
15	14	4	kl	597.3	-49.6	1	1	1	1	ffffff							
16	15	5	enemy1	597.3	-49.6	-3	3	1	1	ffffff	16x17			597.3	-75.1	48	51
17	14	4	kl	110.3	-42.6	1	1	1	1	ffffff							
18	17	5	enemy1	110.3	-42.6	3	3	1	1	ffffff	16x17			110.3	-68.1	48	51
19	14	4	kl	203.8	-34	1	1	1	1	ffffff							
20	19	5	enemy1	203.8	-34	3	3	1	1	ffffff	16x17			203.8	-59.5	48	51
21	14	4	kl	226.4	-2.7	1	1	1	1	ffffff							
22	21	5	enemy1	226.4	-2.7	3	3	1	1	ffffff	16x17			226.4	-28.2	48	51
23	14	4	Xc	141.6	22.3	1	1	1	1	ffffff							
24	23	5	gem	141.6	22.3	2	2	1	1	ffffff	16x16			141.6	6.3	32	32
25	14	4	Xc	469.5	27.6	1	1	1	1	ffffff							
26	25	5	gem	469.5	27.6	2	2	1	1	ffffff	16x16			469.5	11.6	32	32
27	14	4	Xc	61.6	44.2	1	1	1	1	ffffff							
28	27	5	gem	61.6	44.2	2	2	1	1	ffffff	16x16			61.6	28.2	32	32
29	14	4	Xc	-414.8	129.7	1	1	1	1	ffffff							
30	29	5	gem	-414.8	129.7	2	2	1	1	ffffff	16x16			-414.8	113.7	32	32
31	14	4	kl	-124.2	153.2	1	1	1	1	ffffff							
32	31	5	enemy1	-124.2	153.2	3	3	1	1	ffffff	16x17			-124.2	127.7	48	51
33	14	4	Wl	1004.1	155.7	1	1	1	1	ffffff							
34	33	5	fire	1004.1	155.7	2.5	2.5	1	1	ffffff	24x24			1004.1	143.7	60	60
35	33	5	Gl	1004.1	135.7	1	1	1	1	ffffff							
36	35	6	heart	1004.1	121.7	1.3	1.8	1	1	ffffff	32x32						
37	14	4	Xc	-530.4	162.4	1	1	1	1	ffffff							
38	37	5	gem	-530.4	162.4	2	2	1	1	ffffff	16x16			-530.4	146.4	32	32
39	14	4	kl	-188.8	174.3	1	1	1	1	ffffff							
40	39	5	enemy1	-188.8	174.3	3	3	1	1	ffffff	16x17			-188.8	148.8	48	51
41	14	4	Xc	-50.2	206.8	1	1	1	1	ffffff							
