id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-1104.5	-700	1	1	1	1	ffffff							
8	7	4	Mesh	-1104.5	-700	1	1	1	1	ffffff	456x2040			515.5	296	1224	792
9	6	3	Nc	-1104.5	-700	1	1	1	1	ffffff							
10	6	3	Hl	-1104.5	-700	1	1	1	1	ffffff							
11	6	3	Pl	-1104.5	-700	1	1	1	1	ffffff							
12	6	3	Oh	-1104.5	-700	1	1	1	1	ffffff							
13	6	3	sd	-1104.5	-700	1	1	1	1	ffffff							
14	6	3	Bl	-1104.5	-700	1	1	1	1	ffffff							
15	14	4	kl	1002	-42.8	1	1	1	1	ffffff							
16	15	5	enemy1	1002	-42.8	-3	3	1	1	ffffff	16x17			1002	-68.3	48	51
17	14	4	kl	940.9	-42.7	1	1	1	1	ffffff							
18	17	5	enemy1	940.9	-42.7	-3	3	1	1	ffffff	16x17			940.9	-68.2	48	51
19	14	4	kl	49.8	-42.4	1	1	1	1	ffffff							
20	19	5	enemy1	49.8	-42.4	3	3	1	1	ffffff	16x17			49.8	-67.9	48	51
21	14	4	kl	-38.6	10.9	1	1	1	1	ffffff							
22	21	5	enemy1	-38.6	10.9	3	3	1	1	ffffff	16x17			-38.6	-14.6	48	51
23	14	4	ic	515.5	310	1	1	1	1	ffffff							
24	23	5	hero	515.5	310	3	3	1	1	ffffff	16x16			515.5	286	48	48
25	23	5	Jl	515.5	310	1	1	1	1	ffffff							
26	23	5	Kl	515.5	310	1	1	1	1	ffffff							
27	23	5	Ql	515.5	250	1	1	0	0	ffffff							
28	27	6	we	476	246.5	1	1	1	0	ffffff							
29	28	7	Graphics	476	246.5	1	1	1	0	ffffff							
30	28	7	Graphics	482	249.5	1	1	1	0	ffffff							
31	27	6	we	488	246.5	1	1	1	0	ffffff							
32	31	7	Graphics	488	246.5	1	1	1	0	ffffff							
33	31	7	Graphics	494	249.5	1	1	1	0	ffffff							
34	27	6	we	500	246.5	1	1	1	0	ffffff							
35	34	7	Graphics	500	246.5	1	1	1	0	ffffff							
36	34	7	Graphics	506	249.5	1	1	1	0	ffffff							
37	27	6	we	512	246.5	1	1	1	0	ffffff							
38	37	7	Graphics	512	246.5	1	1	1	0	ffffff							
39	37	7	Graphics	518	249.5	1	1	1	0	ffffff							
40	27	6	we	524	246.5	1	1	1	0	ffffff							
41	40	7	Graphics	524	246.5	1	1	1	0	ffffff							
42	40	7	Graphics	530	249.5	1	1	1	0	ffffff							
43	27	6	we	536	246.5	1	1	1	0	ffffff							
44	43	7	Graphics	536	246.5	1	1	1	0	ffffff							
45	43	7	Graphics	542	249.5	1	1	1	0	ffffff							
46	27	6	we	548	246.5	1	1	1	0	ffffff							
47	46	7	Graphics	548	246.5	1	1	1	0	ffffff							
48	46	7	Graphics	554	249.5	1	1	1	0	ffffff							
