id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-5799	-676.3	1	1	1	1	ffffff							
8	7	4	Mesh	-5799	-676.3	1	1	1	1	ffffff	456x2040			501	295.7	1224	792
9	6	3	Nc	-5799	-676.3	1	1	1	1	ffffff							
10	6	3	Hl	-5799	-676.3	1	1	1	1	ffffff							
11	6	3	Pl	-5799	-676.3	1	1	1	1	ffffff							
12	6	3	Oh	-5799	-676.3	1	1	1	1	ffffff							
13	6	3	sd	-5799	-676.3	1	1	1	1	ffffff							
14	6	3	Bl	-5799	-676.3	1	1	1	1	ffffff							
15	14	4	Wl	309	-88.3	1	1	1	1	ffffff							
16	15	5	fire	309	-88.3	2.5	2.5	1	1	ffffff	24x24			309	-100.3	60	60
17	15	5	Gl	309	-108.3	1	1	1	1	ffffff							
18	17	6	heart	309	-122.3	1.3	1.8	1	1	ffffff	32x32						
19	14	4	Xc	729.8	-18.7	1	1	1	1	ffffff							
20	19	5	gem	729.8	-18.7	2	2	1	1	ffffff	16x16			729.8	-34.7	32	32
21	14	4	Xc	229.2	18.5	1	1	1	1	ffffff							
22	21	5	gem	229.2	18.5	2	2	1	1	ffffff	16x16			229.2	2.5	32	32
23	14	4	Xc	142.8	34.6	1	1	1	1	ffffff							
24	23	5	gem	142.8	34.6	2	2	1	1	ffffff	16x16			142.8	18.6	32	32
25	14	4	kl	162.7	38.7	1	1	1	1	ffffff							
26	25	5	enemy1	162.7	38.7	3	3	1	1	ffffff	16x17			162.7	13.2	48	51
27	14	4	Xc	535.3	46.9	1	1	1	1	ffffff							
28	27	5	gem	535.3	46.9	2	2	1	1	ffffff	16x16			535.3	30.9	32	32
29	14	4	Xc	414.7	53.1	1	1	1	1	ffffff							
30	29	5	gem	414.7	53.1	2	2	1	1	ffffff	16x16			414.7	37.1	32	32
31	14	4	Xc	439.2	80.5	1	1	1	1	ffffff							
32	31	5	gem	439.2	80.5	2	2	1	1	ffffff	16x16			439.2	64.5	32	32
33	14	4	kl	231	106.9	1	1	1	1	ffffff							
34	33	5	enemy1	231	106.9	3	3	1	1	ffffff	16x17			231	81.4	48	51
35	14	4	kl	1030.1	113.7	1	1	1	1	ffffff							
36	35	5	enemy1	1030.1	113.7	-3	3	1	1	ffffff	16x17			1030.1	88.2	48	51
37	14	4	Xc	354.3	122.8	1	1	1	1	ffffff							
38	37	5	gem	354.3	122.8	2	2	1	1	ffffff	16x16			354.3	106.8	32	32
39	14	4	kl	1025.3	134.1	1	1	1	1	ffffff							
40	39	5	enemy1	1025.3	134.1	-3	3	1	1	ffffff	16x17			1025.3	108.6	48	51
41	14	4	kl	510.3	151.1	1	1	1	1	ffffff							
42	41	5	enemy1	510.3	151.1	3	3	1	1	ffffff	16x17			510.3	125.6	48	51
43	14	4	Tl	915.3	153.8	1	1	1	1	ffffff							
