id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-2789.8	-725.1	1	1	1	1	ffffff							
8	7	4	Mesh	-2789.8	-725.1	1	1	1	1	ffffff	456x2040			510.2	294.9	1224	792
9	6	3	Nc	-2789.8	-725.1	1	1	1	1	ffffff							
10	6	3	Hl	-2789.8	-725.1	1	1	1	1	ffffff							
11	6	3	Pl	-2789.8	-725.1	1	1	1	1	ffffff							
12	6	3	Oh	-2789.8	-725.1	1	1	1	1	ffffff							
13	6	3	sd	-2789.8	-725.1	1	1	1	1	ffffff							
14	6	3	Bl	-2789.8	-725.1	1	1	1	1	ffffff							
15	14	4	Zl	1779.1	-583.3	0.899	0.899	1	1	ffffff							
16	15	5	projectile1	1779.1	-583.3	1.079	1.079	1	1	ffffff	36x16			1779.1	-583.3	47.2	36.2
17	14	4	kl	195.6	-54.4	1	1	1	1	ffffff							
18	17	5	enemy1	195.6	-54.4	3	3	1	1	ffffff	16x17			195.6	-79.9	48	51
19	14	4	kl	33.4	-54.5	1	1	1	1	ffffff							
20	19	5	enemy1	33.4	-54.5	3	3	1	1	ffffff	16x17			33.4	-80	48	51
21	14	4	kl	136.2	-45.2	1	1	1	1	ffffff							
22	21	5	enemy1	136.2	-45.2	3	3	1	1	ffffff	16x17			136.2	-70.7	48	51
23	14	4	kl	510.4	-34.3	1	1	1	1	ffffff							
24	23	5	enemy1	510.4	-34.3	3	3	1	1	ffffff	16x17			510.4	-59.8	48	51
25	14	4	kl	478.6	8	1	1	1	1	ffffff							
26	25	5	enemy1	478.6	8	3	3	1	1	ffffff	16x17			478.6	-17.5	48	51
27	14	4	kl	343.6	29.1	1	1	1	1	ffffff							
28	27	5	enemy1	343.6	29.1	3	3	1	1	ffffff	16x17			343.6	3.6	48	51
29	14	4	Xc	-153.5	35.4	1	1	1	1	ffffff							
30	29	5	gem	-153.5	35.4	2	2	1	1	ffffff	16x16			-153.5	19.4	32	32
31	14	4	Xc	-109.2	44.2	1	1	1	1	ffffff							
32	31	5	gem	-109.2	44.2	2	2	1	1	ffffff	16x16			-109.2	28.2	32	32
33	14	4	Xc	68.1	68	1	1	1	1	ffffff							
34	33	5	gem	68.1	68	2	2	1	1	ffffff	16x16			68.1	52	32	32
35	14	4	kl	-652.8	96.3	1	1	1	1	ffffff							
36	35	5	enemy1	-652.8	96.3	3	3	1	1	ffffff	16x17			-652.8	70.8	48	51
37	14	4	kl	1025.3	123.5	1	1	1	1	ffffff							
38	37	5	enemy1	1025.3	123.5	-3	3	1	1	ffffff	16x17			1025.3	98	48	51
39	14	4	kl	-631.8	185.2	1	1	1	1	ffffff							
40	39	5	enemy1	-631.8	185.2	3	3	1	1	ffffff	16x17			-631.8	159.7	48	51
41	14	4	kl	780.5	-49.1	1	1	1	1	ffffff							
