id	parent	depth	name	x	y	sx	sy	alpha	visible	tint	frame	font	text	cx	cy	w	h
0	-1	0	we	0	0	1	1	1	1	ffffff							
1	0	1	vu	0	0	1	1	1	1	ffffff							
2	1	2	Fd	0	0	1	1	1	1	ffffff							
3	1	2	bu	0	0	1	1	1	1	ffffff							
4	1	2	rl	0	0	1	1	1	1	ffffff							
5	1	2	Uc	0	0	1	1	1	1	ffffff							
6	1	2	Lh	515.5	310	1	1	1	1	ffffff							
7	6	3	id	-5806.8	-675.2	1	1	1	1	ffffff							
8	7	4	Mesh	-5806.8	-675.2	1	1	1	1	ffffff	456x2040			493.2	296.8	1224	792
9	6	3	Nc	-5806.8	-675.2	1	1	1	1	ffffff							
10	6	3	Hl	-5806.8	-675.2	1	1	1	1	ffffff							
11	6	3	Pl	-5806.8	-675.2	1	1	1	1	ffffff							
12	6	3	Oh	-5806.8	-675.2	1	1	1	1	ffffff							
13	6	3	sd	-5806.8	-675.2	1	1	1	1	ffffff							
14	6	3	Bl	-5806.8	-675.2	1	1	1	1	ffffff							
15	14	4	Wl	301.2	-87.2	1	1	1	1	ffffff							
16	15	5	fire	301.2	-87.2	2.5	2.5	1	1	ffffff	24x24			301.2	-99.2	60	60
17	15	5	Gl	301.2	-107.2	1	1	1	1	ffffff							
18	17	6	heart	301.2	-121.2	1.3	1.8	1	1	ffffff	32x32						
19	14	4	kl	531.1	-36.7	1	1	1	1	ffffff							
20	19	5	enemy1	531.1	-36.7	-3	3	1	1	ffffff	16x17			531.1	-62.2	48	51
21	14	4	kl	198.1	-36.6	1	1	1	1	ffffff							
22	21	5	enemy1	198.1	-36.6	3	3	1	1	ffffff	16x17			198.1	-62.1	48	51
23	14	4	kl	-252.2	-29.4	1	1	1	1	ffffff							
24	23	5	enemy1	-252.2	-29.4	3	3	1	1	ffffff	16x17			-252.2	-54.9	48	51
25	14	4	kl	-299.9	-18.5	1	1	1	1	ffffff							
26	25	5	enemy1	-299.9	-18.5	3	3	1	1	ffffff	16x17			-299.9	-44	48	51
27	14	4	kl	105.8	-18.3	1	1	1	1	ffffff							
28	27	5	enemy1	105.8	-18.3	3	3	1	1	ffffff	16x17			105.8	-43.8	48	51
29	14	4	kl	-619.4	-15.3	1	1	1	1	ffffff							
30	29	5	enemy1	-619.4	-15.3	3	3	1	1	ffffff	16x17			-619.4	-40.8	48	51
31	14	4	kl	-310.8	8.8	1	1	1	1	ffffff							
32	31	5	enemy1	-310.8	8.8	3	3	1	1	ffffff	16x17			-310.8	-16.7	48	51
33	14	4	kl	-38.5	14.9	1	1	1	1	ffffff							
34	33	5	enemy1	-38.5	14.9	3	3	1	1	ffffff	16x17			-38.5	-10.6	48	51
35	14	4	kl	-729.3	71.4	1	1	1	1	ffffff							
36	35	5	enemy1	-729.3	71.4	3	3	1	1	ffffff	16x17			-729.3	45.9	48	51
37	14	4	kl	-141.7	77.9	1	1	1	1	ffffff							
38	37	5	enemy1	-141.7	77.9	3	3	1	1	ffffff	16x17			-141.7	52.4	48	51
39	14	4	kl	-237.2	109.7	1	1	1	1	ffffff							
40	39	5	enemy1	-237.2	109.7	3	3	1	1	ffffff	16x17			-237.2	84.2	48	51
41	14	4	kl	-55.6	118.6	1	1	1	1	ffffff							
