9	1.0857
24	1.0805
40	1.0752
57	1.0698
73	1.0644
90	1.059
107	1.0537
123	1.0484
140	1.0432
156	1.0382
173	1.0333
190	1.0287
206	1.0244
223	1.0203
240	1.0165
256	1.0131
273	1.01
289	1.0073
306	1.005
323	1.0031
340	1.0017
356	1.0007
373	1.0001
390	1
406	1.0004
423	1.0011
439	1.0024
456	1.004
473	1.0061
490	1.0087
506	1.0115
523	1.0148
539	1.0184
556	1.0223
573	1.0266
590	1.031
606	1.0358
623	1.0407
639	1.0458
656	1.0511
673	1.0564
690	1.0618
706	1.0672
723	1.0726
739	1.0779
756	1.0832
773	1.0883
790	1.0933
806	1.0981
823	1.1026
840	1.1069
856	1.1109
873	1.1145
889	1.1179
906	1.1209
923	1.1234
940	1.1256
956	1.1273
973	1.1287
989	1.1295
1006	1.13
1023	1.1299
1040	1.1295
1056	1.1285
1073	1.1272
1090	1.1254
1106	1.1231
1123	1.1205
1140	1.1175
1156	1.1142
1173	1.1105
1190	1.1064
1206	1.1021
1223	1.0975
1239	1.0927
1256	1.0877
1273	1.0826
1290	1.0774
1306	1.072
1323	1.0666
1340	1.0611
1356	1.0558
1373	1.0504
1390	1.0453
1406	1.0402
1423	1.0352
1440	1.0305
1456	1.0261
1473	1.0218
1490	1.018
1506	1.0144
1523	1.0112
1539	1.0083
1556	1.0059
1573	1.0038
1590	1.0022
1606	1.001
1623	1.0003
1640	1
1656	1.0002
1673	1.0008
1690	1.0018
1706	1.0033
1723	1.0053
1740	1.0076
1756	1.0103
1773	1.0135
1789	1.0169
1806	1.0207
1823	1.0249
1839	1.0292
1856	1.0339
1873	1.0388
1890	1.0438
1906	1.049
1923	1.0543
1940	1.0596
1956	1.0651
1973	1.0705
1990	1.0758
2006	1.0811
2023	1.0863
2040	1.0916
2057	1.0964
2074	1.101
2092	1.1058
2106	1.1093
2124	1.1133
2140	1.1168
2157	1.1198
2173	1.1225
2190	1.1249
2207	1.1267
2224	1.1282
2240	1.1293
2257	1.1299
2274	1.13
2290	1.1297
2307	1.1289
2324	1.1277
2340	1.1261
2357	1.124
2373	1.1215
2391	1.1186
2407	1.1154
2424	1.1118
2441	1.1078
2457	1.1036
2474	1.0992
2491	1.0943
2508	1.0894
2531	1.0843
2546	1.1438
2558	1.1381
2573	1.1327
2591	1.1267
2607	1.1212
2624	1.1154
2640	1.1099
22192	choose	1.0034
22207	choose	1.0066
22224	choose	1.0098
22240	choose	1.0128
22257	choose	1.0155
22274	choose	1.018
22290	choose	1.0201
22307	choose	1.0219
22323	choose	1.0233
22341	choose	1.0243
22357	choose	1.0249
22373	choose	1.025
22390	choose	1.0247
22407	choose	1.0239
22423	choose	1.0227
22440	choose	1.0212
22457	choose	1.0192
22473	choose	1.0169
22491	choose	1.0142
22507	choose	1.0113
22524	choose	1.0083
22540	choose	1.0051
22557	choose	1.0018
22574	choose	0.9985
22591	choose	0.9952
22607	choose	0.992
22624	choose	0.9889
22640	choose	0.9861
22658	choose	0.9834
22674	choose	0.981
22690	choose	0.979
22707	choose	0.9774
22724	choose	0.9762
22740	choose	0.9754
22757	choose	0.975
22773	choose	0.9751
22790	choose	0.9756
22807	choose	0.9766
22824	choose	0.978
22840	choose	0.9797
22857	choose	0.9818
22874	choose	0.9842
22890	choose	0.987
22907	choose	0.9899
22925	choose	0.9933
22940	choose	0.9963
22957	choose	0.9997
22974	choose	0.9997
22990	choose	0.9997
30074	choose	1.0033
30091	choose	1.0065
30107	choose	1.0097
30124	choose	1.0127
30140	choose	1.0155
30156	choose	1.0178
30173	choose	1.0201
30190	choose	1.0219
30207	choose	1.0233
30224	choose	1.0243
30240	choose	1.0249
30257	choose	1.025
30274	choose	1.0247
30290	choose	1.0239
30307	choose	1.0227
30324	choose	1.0211
30340	choose	1.0192
30358	choose	1.0169
30374	choose	1.0142
30390	choose	1.0114
30407	choose	1.0084
30424	choose	1.0051
30441	choose	1.0017
30457	choose	0.9985
30473	choose	0.9953
30490	choose	0.992
30507	choose	0.989
30524	choose	0.986
30541	choose	0.9833
30557	choose	0.9811
30574	choose	0.9791
30590	choose	0.9775
30607	choose	0.9762
30624	choose	0.9754
30640	choose	0.975
30657	choose	0.9751
30673	choose	0.9756
30691	choose	0.9766
30707	choose	0.9779
30723	choose	0.9796
30740	choose	0.9818
30758	choose	0.9842
30773	choose	0.9869
30791	choose	0.9899
30807	choose	0.993
30824	choose	0.9963
30841	choose	0.9996
30857	choose	0.9996
45740	choose	1.0034
45756	choose	1.0066
45773	choose	1.0098
45790	choose	1.0127
45806	choose	1.0155
45823	choose	1.0179
45840	choose	1.0201
45856	choose	1.0219
45873	choose	1.0233
45890	choose	1.0243
45906	choose	1.0249
45923	choose	1.025
45940	choose	1.0247
45956	choose	1.0239
45973	choose	1.0227
45990	choose	1.0211
46006	choose	1.0192
46023	choose	1.0169
46040	choose	1.0143
46057	choose	1.0114
46073	choose	1.0084
46090	choose	1.0052
46107	choose	1.0019
46123	choose	0.9985
46140	choose	0.9952
46156	choose	0.992
46173	choose	0.9889
46190	choose	0.986
46206	choose	0.9834
46223	choose	0.9811
46240	choose	0.9791
46256	choose	0.9774
46273	choose	0.9762
46290	choose	0.9754
46306	choose	0.975
46323	choose	0.9751
46340	choose	0.9756
46356	choose	0.9766
46373	choose	0.9779
46390	choose	0.9797
46406	choose	0.9818
46424	choose	0.9842
46440	choose	0.9869
46457	choose	0.9899
46473	choose	0.993
46490	choose	0.9963
46506	choose	0.9996
46523	choose	0.9996
